Insurance Policy,,,,,,,Managed by : Luke T. Lawson,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Policy Number,Start Date,Last Paid Date,Tenure (Years),Date of Purchase,Customer ID,Sum Assured INR/Coverage Amount,Premium Amount,Payment Frequency,Loan Eligible,Loan Amount Allowed,Underwriting expenses,Sales Agent Code,Purchase Month,Purchase Quarter,Purchase Year,Policy Anniversary Date,Claim ID,Policy Type Code,Policy Code,Policy Status,State,RM ID,Zonal Manager ID
INS-POL-232708,03-08-2017,03-Aug-25,20,03-Aug-17,CUST-270090,12990.48,869.06,Monthly,No,7529.04,16.47,AGT-3894,August,Q3,2017,03-Aug-18,CLM-779155,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-559546,03-05-2016,03-May-25,20,03-May-16,CUST-472155,18821.65,1118.95,Monthly,Yes,7980.14,47.22,AGT-3894,May,Q2,2016,03-May-17,CLM-593221,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-743666,28-08-2016,25-Jun-25,20,28-Aug-16,CUST-848829,9936.42,128.27,Annually,No,4385.47,8.06,AGT-3894,August,Q3,2016,28-Aug-17,CLM-965384,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-639051,05-06-2019,21-Apr-25,20,05-Jun-19,CUST-138454,9649.29,962.30,Quarterly,Yes,3777.44,10.20,AGT-3894,June,Q2,2019,05-Jun-20,CLM-232245,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-755156,09-01-2021,26-Jan-25,20,09-Jan-21,CUST-747417,9575.69,616.06,Quarterly,No,4752.64,105.06,AGT-3894,January,Q1,2021,09-Jan-22,CLM-800273,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-869901,17-07-2022,11-Jul-24,20,17-Jul-22,CUST-376699,3586.88,1029.06,Quarterly,No,1879.04,83.04,AGT-3894,July,Q3,2022,17-Jul-23,CLM-842445,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-394896,13-06-2022,09-Dec-24,20,13-Jun-22,CUST-738228,10532.27,363.78,Quarterly,Yes,5620.63,27.94,AGT-3894,June,Q2,2022,13-Jun-23,CLM-540448,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-374516,11-12-2015,01-Aug-24,20,11-Dec-15,CUST-902717,6407.00,369.47,Annually,Yes,2426.62,50.26,AGT-3894,December,Q4,2015,11-Dec-16,CLM-587610,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-772511,19-07-2022,19-Aug-24,20,19-Jul-22,CUST-738473,9608.52,447.18,Monthly,Yes,3595.08,86.25,AGT-3894,July,Q3,2022,19-Jul-23,CLM-260380,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-408123,18-12-2016,19-Jul-25,20,18-Dec-16,CUST-180906,20307.27,566.47,Monthly,No,7719.03,85.00,AGT-3894,December,Q4,2016,18-Dec-17,CLM-321486,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-738097,01-10-2020,28-Dec-24,20,01-Oct-20,CUST-210398,4729.37,306.66,Quarterly,No,2745.84,95.20,AGT-3894,October,Q4,2020,01-Oct-21,CLM-315376,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-252781,27-01-2020,24-Mar-25,20,27-Jan-20,CUST-947859,16039.11,498.85,Quarterly,Yes,5755.50,99.03,AGT-3894,January,Q1,2020,27-Jan-21,CLM-947255,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-348277,04-12-2019,07-Apr-25,20,04-Dec-19,CUST-591057,18964.48,760.34,Quarterly,Yes,9320.30,77.94,AGT-3894,December,Q4,2019,04-Dec-20,CLM-917389,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-739898,26-02-2022,19-Apr-24,20,26-Feb-22,CUST-465727,18189.80,59.61,Quarterly,Yes,8839.50,16.69,AGT-3894,February,Q1,2022,26-Feb-23,CLM-285052,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-650938,03-01-2021,30-May-24,20,03-Jan-21,CUST-165313,10923.83,64.95,Annually,No,6050.18,61.30,AGT-3894,January,Q1,2021,03-Jan-22,CLM-519049,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-253522,31-08-2020,23-Apr-25,20,31-Aug-20,CUST-371565,3029.83,953.56,Monthly,No,958.13,75.71,AGT-3894,August,Q3,2020,31-Aug-21,CLM-618770,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-254672,08-03-2024,08-Mar-24,20,02-May-25,CUST-588974,14700.67,555.89,Annually,Yes,4587.99,95.02,AGT-3894,May,Q2,2025,02-May-26,CLM-644964,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-746007,08-03-2024,08-Mar-24,20,03-Apr-25,CUST-156817,13117.46,129.10,Monthly,Yes,4482.21,40.69,AGT-3894,April,Q2,2025,03-Apr-26,CLM-365961,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-674772,06-12-2023,06-Jul-25,20,06-Dec-23,CUST-701854,10349.65,408.50,Quarterly,Yes,4152.53,15.48,AGT-3894,December,Q4,2023,06-Dec-24,CLM-148518,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-986613,18-02-2023,20-Jul-24,20,18-Feb-23,CUST-437647,20961.36,521.57,Quarterly,No,7876.95,44.70,AGT-3894,February,Q1,2023,18-Feb-24,CLM-331396,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-391397,24-05-2018,23-Mar-24,20,24-May-18,CUST-142591,2682.08,978.03,Quarterly,No,1093.29,81.45,AGT-3894,May,Q2,2018,24-May-19,CLM-963776,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-245995,26-06-2020,26-Jun-24,20,26-Jun-20,CUST-558535,12385.73,504.33,Annually,Yes,4450.50,49.70,AGT-3894,June,Q2,2020,26-Jun-21,CLM-335899,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-554909,24-11-2022,28-Dec-24,20,24-Nov-22,CUST-770585,2534.15,361.23,Annually,Yes,1266.76,95.37,AGT-3894,November,Q4,2022,24-Nov-23,CLM-280470,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-921994,05-10-2021,23-Jun-24,20,05-Oct-21,CUST-430835,7037.62,997.83,Monthly,No,2805.32,116.56,AGT-3894,October,Q4,2021,05-Oct-22,CLM-665835,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-239403,30-04-2017,28-Mar-24,20,30-Apr-17,CUST-864867,16286.73,644.18,Monthly,Yes,9384.91,9.54,AGT-3894,April,Q2,2017,30-Apr-18,CLM-727135,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-420009,05-10-2015,21-Sep-24,20,05-Oct-15,CUST-927111,5114.71,1026.29,Annually,No,2989.34,58.26,AGT-3894,October,Q4,2015,05-Oct-16,CLM-158316,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-974652,01-08-2021,01-Mar-24,20,01-Aug-21,CUST-224352,23419.66,972.95,Monthly,Yes,10559.81,68.98,AGT-3894,August,Q3,2021,01-Aug-22,CLM-652916,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-154620,17-01-2018,25-May-24,20,17-Jan-18,CUST-197205,12357.91,674.93,Quarterly,No,7021.96,61.54,AGT-3894,January,Q1,2018,17-Jan-19,CLM-860821,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-519800,05-07-2021,24-Jan-24,20,05-Jul-21,CUST-661970,3787.79,498.14,Monthly,Yes,2081.28,58.72,AGT-3894,July,Q3,2021,05-Jul-22,CLM-208403,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-844862,14-06-2024,28-May-24,20,14-Jun-24,CUST-884183,7007.93,760.97,Quarterly,No,3042.61,55.54,AGT-3894,June,Q2,2024,14-Jun-25,CLM-540116,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-914837,13-06-2016,18-Jul-24,20,13-Jun-16,CUST-291263,14231.73,75.63,Quarterly,No,8393.54,91.06,AGT-3894,June,Q2,2016,13-Jun-17,CLM-944947,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-729937,22-09-2023,23-Aug-24,20,22-Sep-23,CUST-243785,16866.29,1144.04,Monthly,Yes,10098.20,64.40,AGT-3894,September,Q3,2023,22-Sep-24,CLM-857598,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-445562,17-09-2016,14-May-25,20,17-Sep-16,CUST-864974,13989.27,212.22,Annually,Yes,4456.71,86.72,AGT-3894,September,Q3,2016,17-Sep-17,CLM-394260,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-498334,15-09-2015,10-Jan-25,20,15-Sep-15,CUST-307237,22310.56,751.84,Annually,No,7122.83,100.06,AGT-3894,September,Q3,2015,15-Sep-16,CLM-200660,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-948332,02-07-2017,14-Feb-24,20,02-Jul-17,CUST-444748,16517.80,1120.06,Monthly,Yes,8504.47,38.60,AGT-3894,July,Q3,2017,02-Jul-18,CLM-180625,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-925866,01-12-2023,29-Mar-24,20,01-Dec-23,CUST-942234,9766.99,1057.08,Monthly,No,5811.85,39.02,AGT-3894,December,Q4,2023,01-Dec-24,CLM-291710,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-145320,21-06-2017,10-Feb-24,20,21-Jun-17,CUST-116004,10269.37,1056.06,Annually,Yes,4911.66,29.23,AGT-3894,June,Q2,2017,21-Jun-18,CLM-606502,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-620805,08-03-2024,08-Mar-24,20,08-May-25,CUST-606297,23096.04,769.55,Monthly,No,9942.99,60.60,AGT-3894,May,Q2,2025,08-May-26,CLM-498780,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-720602,25-10-2015,10-Feb-25,20,25-Oct-15,CUST-260283,2841.28,975.29,Annually,Yes,1491.13,44.67,AGT-3894,October,Q4,2015,25-Oct-16,CLM-185942,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-963656,11-05-2022,10-Mar-24,20,11-May-22,CUST-625546,16788.47,188.89,Monthly,Yes,5734.19,75.18,AGT-3894,May,Q2,2022,11-May-23,CLM-623456,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-697714,26-12-2018,09-Apr-25,20,26-Dec-18,CUST-132453,12165.81,439.87,Annually,No,5959.28,77.80,AGT-3894,December,Q4,2018,26-Dec-19,CLM-162211,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-749930,30-10-2015,10-Mar-24,20,30-Oct-15,CUST-630062,11702.42,401.47,Annually,Yes,5430.51,96.08,AGT-3894,October,Q4,2015,30-Oct-16,CLM-405414,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-640573,12-12-2018,22-Apr-25,20,12-Dec-18,CUST-107504,17678.00,326.41,Monthly,No,6514.23,9.63,AGT-3894,December,Q4,2018,12-Dec-19,CLM-280952,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-361564,27-05-2024,01-Apr-24,20,27-May-24,CUST-501648,8373.79,168.53,Monthly,Yes,4553.05,96.57,AGT-3894,May,Q2,2024,27-May-25,CLM-957935,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-990605,04-10-2024,29-Nov-24,20,04-Oct-24,CUST-194095,6528.43,568.99,Monthly,Yes,2461.70,26.22,AGT-3894,October,Q4,2024,04-Oct-25,CLM-816501,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-476740,08-05-2019,19-Aug-24,20,08-May-19,CUST-368457,10775.56,754.00,Annually,Yes,5362.08,92.38,AGT-3894,May,Q2,2019,08-May-20,CLM-415162,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-390698,01-09-2021,08-Jan-24,20,01-Sep-21,CUST-501514,23378.90,512.22,Monthly,No,9544.77,25.54,AGT-3894,September,Q3,2021,01-Sep-22,CLM-263035,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-594294,13-02-2016,14-May-25,20,13-Feb-16,CUST-899284,2615.69,962.76,Quarterly,No,870.81,112.56,AGT-3894,February,Q1,2016,13-Feb-17,CLM-110737,PT-UNCD988,UGP-PLCD-9834,Active,California,RMW8C6P3,ZMW3T7P8
INS-POL-605273,01-05-2018,04-Oct-24,20,01-May-18,CUST-635707,8096.00,1164.23,Quarterly,No,4513.33,105.72,AGT-4594,May,Q2,2018,01-May-19,CLM-376501,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-680084,11-08-2021,15-Feb-24,20,11-Aug-21,CUST-114350,20857.06,474.59,Quarterly,No,12127.70,92.58,AGT-4594,August,Q3,2021,11-Aug-22,CLM-814175,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-739547,28-08-2022,17-Feb-25,20,28-Aug-22,CUST-584943,13324.16,470.78,Annually,Yes,4898.68,40.85,AGT-4594,August,Q3,2022,28-Aug-23,CLM-482224,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-719183,10-05-2018,11-Aug-24,20,10-May-18,CUST-520001,20279.44,696.29,Annually,No,7306.33,77.11,AGT-4594,May,Q2,2018,10-May-19,CLM-833160,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-235895,16-02-2016,10-Jul-25,20,16-Feb-16,CUST-694989,7925.55,611.29,Monthly,No,4669.91,15.33,AGT-4594,February,Q1,2016,16-Feb-17,CLM-511676,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-520666,29-07-2021,25-Aug-24,20,29-Jul-21,CUST-170724,15369.46,1119.82,Monthly,Yes,7515.17,116.59,AGT-4594,July,Q3,2021,29-Jul-22,CLM-850301,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-645986,03-04-2017,17-Mar-25,20,03-Apr-17,CUST-794966,22359.81,166.12,Annually,Yes,8261.39,85.20,AGT-4594,April,Q2,2017,03-Apr-18,CLM-333795,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-421851,11-02-2016,20-Mar-25,20,11-Feb-16,CUST-259016,2682.40,777.14,Annually,Yes,927.77,61.10,AGT-4594,February,Q1,2016,11-Feb-17,CLM-531399,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-176681,08-03-2024,08-Mar-24,20,25-Jun-25,CUST-509268,1607.47,552.40,Quarterly,Yes,520.92,52.05,AGT-4594,June,Q2,2025,25-Jun-26,CLM-575243,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-971561,21-11-2016,24-Feb-25,20,21-Nov-16,CUST-126332,9174.59,64.37,Annually,No,3415.38,31.52,AGT-4594,November,Q4,2016,21-Nov-17,CLM-192125,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-916512,10-07-2021,30-Aug-24,20,10-Jul-21,CUST-229592,20668.99,1011.25,Quarterly,No,7998.69,15.51,AGT-4594,July,Q3,2021,10-Jul-22,CLM-657120,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-190343,24-04-2017,13-Apr-25,20,24-Apr-17,CUST-884537,12514.33,1043.78,Annually,No,6560.10,36.64,AGT-4594,April,Q2,2017,24-Apr-18,CLM-638820,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-660670,09-11-2022,21-Jul-24,20,09-Nov-22,CUST-400327,15113.80,539.41,Quarterly,No,4556.80,75.01,AGT-4594,November,Q4,2022,09-Nov-23,CLM-674326,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-614631,23-04-2019,29-May-24,20,23-Apr-19,CUST-768410,22533.15,769.33,Monthly,No,11818.82,83.74,AGT-4594,April,Q2,2019,23-Apr-20,CLM-767993,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-614206,13-04-2019,03-Nov-24,20,13-Apr-19,CUST-870629,5321.55,420.61,Annually,No,2913.95,50.02,AGT-4594,April,Q2,2019,13-Apr-20,CLM-854675,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-719572,22-12-2024,30-Nov-24,20,22-Dec-24,CUST-708512,20979.51,97.80,Monthly,Yes,8167.51,18.12,AGT-4594,December,Q4,2024,22-Dec-25,CLM-664982,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-697385,07-04-2024,31-Jan-25,20,07-Apr-24,CUST-820995,11461.50,1056.67,Annually,Yes,4386.44,24.26,AGT-4594,April,Q2,2024,07-Apr-25,CLM-497683,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-964307,08-03-2024,08-Mar-24,20,01-Feb-25,CUST-464061,2660.02,963.94,Quarterly,No,819.13,102.34,AGT-4594,February,Q1,2025,01-Feb-26,CLM-757943,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-411514,04-03-2023,30-Dec-24,20,04-Mar-23,CUST-371190,9717.39,316.18,Quarterly,No,4586.62,99.04,AGT-4594,March,Q1,2023,04-Mar-24,CLM-986822,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-889531,10-12-2021,24-Feb-24,20,10-Dec-21,CUST-833295,19843.17,550.00,Monthly,Yes,7449.14,85.93,AGT-4594,December,Q4,2021,10-Dec-22,CLM-225682,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-332370,30-08-2019,12-Mar-25,20,30-Aug-19,CUST-189126,13089.50,822.57,Quarterly,Yes,7619.46,17.27,AGT-4594,August,Q3,2019,30-Aug-20,CLM-849530,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-133397,24-04-2019,15-Nov-24,20,24-Apr-19,CUST-826323,3952.14,1065.75,Annually,Yes,1775.34,64.90,AGT-4594,April,Q2,2019,24-Apr-20,CLM-264962,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-537478,07-08-2021,25-Jun-25,20,07-Aug-21,CUST-910080,6484.19,675.64,Annually,Yes,2428.44,6.10,AGT-4594,August,Q3,2021,07-Aug-22,CLM-876189,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-596674,25-06-2021,02-Sep-24,20,25-Jun-21,CUST-665282,17348.73,767.79,Monthly,Yes,7958.47,76.98,AGT-4594,June,Q2,2021,25-Jun-22,CLM-159867,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-569868,19-08-2015,08-Nov-24,20,19-Aug-15,CUST-654487,14075.03,406.84,Annually,No,7312.35,71.97,AGT-4594,August,Q3,2015,19-Aug-16,CLM-112350,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-409929,08-10-2020,23-Nov-24,20,08-Oct-20,CUST-824900,6882.37,1149.79,Monthly,Yes,3373.58,59.65,AGT-4594,October,Q4,2020,08-Oct-21,CLM-296853,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-853172,20-08-2017,24-Jan-25,20,20-Aug-17,CUST-151095,20045.41,554.81,Annually,No,6014.83,82.15,AGT-4594,August,Q3,2017,20-Aug-18,CLM-672390,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-688122,26-12-2016,13-Dec-24,20,26-Dec-16,CUST-474875,18046.02,581.48,Quarterly,Yes,6997.99,11.22,AGT-4594,December,Q4,2016,26-Dec-17,CLM-453993,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-927338,15-10-2018,09-Sep-24,20,15-Oct-18,CUST-507628,16560.24,423.68,Quarterly,No,8865.33,30.96,AGT-4594,October,Q4,2018,15-Oct-19,CLM-211150,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-498369,25-03-2020,07-May-25,20,25-Mar-20,CUST-688977,20260.02,1111.97,Annually,No,8490.27,60.30,AGT-4594,March,Q1,2020,25-Mar-21,CLM-503244,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-613385,30-05-2022,18-Sep-24,20,30-May-22,CUST-659727,6218.96,326.03,Annually,No,1896.63,111.10,AGT-4594,May,Q2,2022,30-May-23,CLM-637061,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-262730,08-03-2024,08-Mar-24,20,19-Feb-25,CUST-641421,5800.33,189.85,Annually,No,3230.81,88.64,AGT-4594,February,Q1,2025,19-Feb-26,CLM-217394,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-742036,20-08-2015,14-Jul-25,20,20-Aug-15,CUST-730263,14020.13,1172.57,Monthly,Yes,5964.69,47.62,AGT-4594,August,Q3,2015,20-Aug-16,CLM-104054,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-802040,09-06-2018,01-Apr-24,20,09-Jun-18,CUST-618430,14004.12,75.11,Annually,Yes,6806.80,98.36,AGT-4594,June,Q2,2018,09-Jun-19,CLM-719989,PT-UNCD988,UGP-PLCD-9834,Active,Oregon,RMW8C6P3,ZMW3T7P8
INS-POL-342222,18-07-2016,18-Jul-25,20,18-Jul-16,CUST-518837,16792.23,495.11,Quarterly,Yes,8547.46,7.46,AGT-1465,July,Q3,2016,18-Jul-17,CLM-475062,PT-UNCD988,UGP-PLCD-9834,Active,Washington,RMW8C6P3,ZMW3T7P8
INS-POL-501498,06-05-2022,06-May-25,20,06-May-22,CUST-764632,15792.83,297.99,Annually,No,7498.05,113.96,AGT-1465,May,Q2,2022,06-May-23,CLM-674885,PT-UNCD988,UGP-PLCD-9834,Active,Washington,RMW8C6P3,ZMW3T7P8
INS-POL-369613,23-08-2023,23-Aug-25,20,23-Aug-23,CUST-116951,13269.16,143.56,Monthly,No,5606.31,55.19,AGT-1465,August,Q3,2023,23-Aug-24,CLM-779005,PT-UNCD988,UGP-PLCD-9834,Active,Washington,RMW8C6P3,ZMW3T7P8
INS-POL-137358,16-12-2017,16-Dec-25,20,16-Dec-17,CUST-505021,21687.60,282.74,Annually,Yes,12290.85,66.47,AGT-1465,December,Q4,2017,16-Dec-18,CLM-821961,PT-UNCD988,UGP-PLCD-9834,Active,Washington,RMW8C6P3,ZMW3T7P8
INS-POL-569078,13-05-2018,13-May-25,20,13-May-18,CUST-978504,20461.10,492.83,Monthly,No,7732.27,74.07,AGT-1465,May,Q2,2018,13-May-19,CLM-391773,PT-UNCD988,UGP-PLCD-9834,Active,Washington,RMW8C6P3,ZMW3T7P8
INS-POL-631838,18-03-2023,18-Mar-25,20,18-Mar-23,CUST-889968,12699.13,708.06,Annually,No,5356.23,72.83,AGT-1465,March,Q1,2023,18-Mar-24,CLM-456678,PT-UNCD988,UGP-PLCD-9834,Active,Washington,RMW8C6P3,ZMW3T7P8
INS-POL-239366,11-01-2020,11-Jan-25,20,11-Jan-20,CUST-778205,6750.47,379.43,Annually,Yes,3952.03,108.68,AGT-1465,January,Q1,2020,11-Jan-21,CLM-998665,PT-UNCD988,UGP-PLCD-9834,Active,Washington,RMW8C6P3,ZMW3T7P8
INS-POL-210409,20-11-2019,20-Nov-25,20,20-Nov-19,CUST-794750,16518.17,1074.54,Monthly,Yes,8024.70,43.08,AGT-1465,November,Q4,2019,20-Nov-20,CLM-623868,PT-UNCD988,UGP-PLCD-9834,Active,Washington,RMW8C6P3,ZMW3T7P8
INS-POL-643965,30-06-2018,30-Jun-25,20,30-Jun-18,CUST-533296,6760.55,1141.18,Quarterly,Yes,3507.02,17.41,AGT-1465,June,Q2,2018,30-Jun-19,CLM-545572,PT-UNCD988,UGP-PLCD-9834,Active,Washington,RMW8C6P3,ZMW3T7P8
INS-POL-867857,26-11-2017,26-Nov-25,20,26-Nov-17,CUST-799810,16948.10,329.99,Monthly,Yes,8100.15,68.37,AGT-1465,November,Q4,2017,26-Nov-18,CLM-976438,PT-UNCD988,UGP-PLCD-9834,Active,Washington,RMW8C6P3,ZMW3T7P8
INS-POL-142972,31-03-2019,31-Mar-25,20,31-Mar-19,CUST-259108,10898.89,976.69,Annually,Yes,5281.83,100.01,AGT-1465,March,Q1,2019,31-Mar-20,CLM-398875,PT-UNCD988,UGP-PLCD-9834,Active,Washington,RMW8C6P3,ZMW3T7P8
INS-POL-676284,01-06-2019,01-Jun-25,20,01-Jun-19,CUST-811399,15717.05,767.39,Annually,Yes,8092.48,9.08,AGT-1465,June,Q2,2019,01-Jun-20,CLM-447727,PT-UNCD988,UGP-PLCD-9834,Active,Washington,RMW8C6P3,ZMW3T7P8
INS-POL-912491,30-09-2018,30-Sep-25,20,30-Sep-18,CUST-205263,22628.78,1013.68,Quarterly,No,9691.22,18.88,AGT-1465,September,Q3,2018,30-Sep-19,CLM-475820,PT-UNCD988,UGP-PLCD-9834,Active,Washington,RMW8C6P3,ZMW3T7P8
